0,1,2,3,4,5,6,7
,,BIL,Billings Logan International,Billings,MT,BILM,75
,,BIS,Bismarck Municipal,Bismarck,ND,Checkpoint A,60
,,BLI,Bellingham International,Bellingham,WA,BLIZ,136
,,BMI,Central Illinois Regional/Bloomington-Normal,Bloomington,IL,Checkpoint A,0
,,BNA,Nashville International,Nashville,TN,BNA Central,"2,698"
,,BOI,Boise Air Terminal/Gowen Field,Boise,ID,BOI-Ckpt,725
,,BOS,General Edward Lawrence Logan International,East Boston,MA,A1,"1,027"
,,,,,,B1,646
,,,,,,B5,915
,,,,,,C2,919
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/27/2023,11:00,BOS,General Edward Lawrence Logan International,East Boston,MA,E2,218
,,BQN,Rafael Hernandez,Aguadilla,PR,Rafael Hernandez Air,82
,,BRO,Brownsville/South Padre Island International,Brownsville,TX,BROA,40
,,BTM,Bert Mooney,Butte,MT,BTMZ,25
,,BTR,"Baton Rouge Metropolitan, Ryan Field",Baton Rouge,LA,BTR01,119
,,BTV,Burlington International,South Burlington,VT,Main Checkpoint,213
,,BUF,Buffalo Niagara International,Cheektowaga,NY,Main Checkpoint,524
,,BUR,Bob Hope,Burbank,CA,BUR01,585
,,,,,,BUR02,210
,,BWI,Baltimore/Washington International Thurgood Marshall,BWI Airport,MD,A Checkpoint,235
,,,,,,B Checkpoint,765
,,,,,,C Checkpoint,360
,,,,,,D/E Checkpoint,531
,,BZN,Bozeman Yellowstone International,Belgrade,MT,BZNZ,522
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,116
,,CAK,Akron-Canton Regional,North Canton,OH,Main,55
,,CDC,Cedar City Regional,Cedar City,UT,Screening Checkpoint,6
,,CHA,Lovell Field,Chattanooga,TN,CHA-A,43
,,CHO,Charlottesville-Albemarle,Charlottesville,VA,CHO - Checkpoint,59
,,CHS,Charleston AFB/International,Charleston,SC,Checkpoint,517
,,CID,The Eastern Iowa,Cedar Rapids,IA,CID Passenger,41
,,CLE,Cleveland-Hopkins International,Cleveland,OH,Central,197
,,,,,,North,167
,,,,,,South,210
,,CLT,Charlotte/Douglas International,Charlotte,NC,A Checkpoint,385
,,,,,,C Checkpoint,877
,,,,,,D Checkpoint,228
,,,,,,E Checkpoint,467
,,CMH,John Glenn Columbus International,Columbus,OH,A,227
,,,,,,B,347
,,,,,,C,247
,,COS,City Of Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,421
,,COU,Columbia Regional,Columbia,MO,Gate 1 Hold Area,59
,,CRP,Corpus Christi International,Corpus Christi,TX,CRP01,35
,,CRW,West Virginia International Yeager,Charleston,WV,CRW01,59
,,CSG,Columbus,Columbus,GA,CSG-A,57
,,CVG,Cincinnati/Northern Kentucky International,Hebron,KY,T3-MCP,684
,,CWA,Central Wisconsin,Mosinee,WI,Checkpoint,4
,,DAB,Daytona Beach International,Daytona Beach,FL,DAB A,73
,,DAL,Dallas Love Field,Dallas,TX,Checkpoint,"1,115"
,,DAY,James M Cox Dayton International,Dayton,OH,Main,57
,,DCA,Ronald Reagan Washington National,Arlington,VA,Concourse A,324
,,,,,,North Checkpoint,"1,125"
,,,,,,South Checkpoint,715
,,DEN,Denver International,Denver,CO,A Bridge,423
,,,,,,North,965
,,,,,,South,"2,158"
,,DFW,Dallas-Fort Worth International,DFW Airport,TX,A12,147
,,,,,,A21,562
,,,,,,A35,145
,,,,,,B30,193
,,,,,,B9,126
,,,,,,C10,177
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/27/2023,11:00,DFW,Dallas-Fort Worth International,DFW Airport,TX,C21,483
,,,,,,C30,185
,,,,,,D18,182
,,,,,,D22,296
,,,,,,D30,589
,,,,,,E16,326
,,,,,,E18,520
,,,,,,E33,274
,,,,,,E8,327
,,DLG,Dillingham,Dillingham,AK,DLG-01,83
,,DLH,Duluth International,Duluth,MN,Checkpoint 1,4
,,DRO,Durango-La Plata County,Durango,CO,Checkpoint,62
,,DSM,Des Moines International,Des Moines,IA,DSM Passenger (Alpha),218
,,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Blue-1,548
,,,,,,Red 1,520
,,,,,,Red 2,535
,,,,,,Red 3,295
,,,,,,Red 6,95
,,ECP,Northwest Florida Beaches International,West Bay,FL,Checkpoint 1,79
,,EGE,Eagle County Regional,Eagle,CO,Checkpoint,82
,,ELM,Elmira/Corning Regional,Horseheads,NY,Main Checkpoint,4
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,685
,,EUG,Mahlon Sweet Field,Eugene,OR,EUGZ,300
,,EVV,Evansville Regional,Evansville,IN,Main Checkpoint,59
,,EWR,Newark Liberty International,Newark,NJ,CKPT-A1,"1,286"
,,,,,,CKPT-B1,319
,,,,,,CKPT-B2,72
,,,,,,CKPT-B3,172
,,,,,,CKPT-C1,"1,291"
,,EYW,Key West International,Key West,FL,EYW Checkpoint,205
,,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,84
,,FAR,Hector International,Fargo,ND,Gate,240
,,FAT,Fresno Yosemite International,Fresno,CA,FAT 01,253
,,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,Terminal,1
,,FLG,Flagstaff Pulliam,Flagstaff,AZ,FLG01,21
,,FLL,Fort Lauderdale/Hollywood International,Fort Lauderdale,FL,T1 Checkpoint,697
,,,,,,T2 Checkpoint,438
,,,,,,T3E Checkpoint,299
,,,,,,T3F Checkpoint,459
,,,,,,T4 Checkpoint,729
,,FNT,Bishop International,Flint,MI,AOO-01,19
,,FOD,Fort Dodge Regional,Fort Dodge,IA,FOD Passenger,12
,,FSD,Joe Foss Field,Sioux Falls,SD,Gate,158
,,FWA,Fort Wayne International,Ft. Wayne,IN,Gate,128
,,GDV,Dawson Communicipalty,Glendive,MT,Checkpoint 1,7
,,GEG,Spokane International,Spokane,WA,GEG-A/B,327
,,,,,,GEGC,192
,,GFK,Grand Forks International,Grand Forks,ND,Gate,49
,,GJT,Grand Junction Regional,Grand Junction,CO,GJTZ,34
,,GNV,Gainesville Regional,Gainesville,FL,GNV A,39
,,GPI,Glacier Park International,Kalispell,MT,Main Checkpoint,43
,,GPT,Gulfport-Biloxi International,Gulfport,MS,GPT-A,92
,,GRB,Green Bay/Austin Straubel International,Green Bay,WI,Concourse A,1
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/27/2023,11:00,GRB,Green Bay/Austin Straubel International,Green Bay,WI,Concourse B,15
,,GRK,Robert Gray AAF,Killeen,TX,GRK01,32
,,GRR,Gerald R Ford International,Grand Rapids,MI,Central Checkpoint,301
,,GSN,Francisco C Ada/Saipan International,Saipan,MP,GSN01,0
,,GSO,Piedmont Triad International,Greensboro,NC,North Concourse,63
,,,,,,South Concourse,59
,,GSP,Greenville Spartanburg International,Greer,SC,Checkpoint,261
,,GTF,Great Falls International,Great Falls,MT,GTF E/W,56
,,GUM,Guam International,Tamuning,GU,GUM01,82
,,HDN,Yampa Valley,Hayden,CO,HDN A,2
,,HLN,Helena Regional,Helena,MT,HLNZ,23
,,HNL,Daniel K Inouye International,Honolulu,HI,HNL02,297
,,,,,,HNL03,"1,033"
,,,,,,HNL04,403
,,,,,,Makai,736
,,,,,,Mauka,477
,,HOU,William P Hobby,Houston,TX,CENTRAL,"1,137"
,,HPN,Westchester County,White Plains,NY,Main Terminal,195
,,HRL,Valley International,Harlingen,TX,HRL01,84
,,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,HSV-A,149
,,HVN,Tweed/New Haven,New Haven,CT,Gate 1,107
,,HXD,Hilton Head,Hilton Head Island,SC,Gate,124
,,IAD,Washington Dulles International,Dulles,VA,East Mezzanine,579
,,,,,,Employee Checkpoint,120
,,,,,,Passenger Screening Area:  PreCheck,712
,,,,,,West Mezzanine,270
,,IAG,Niagara Falls International,Niagara Falls,NY,IAG-01,0
,,IAH,George Bush Intercontinental/Houston,Houston,TX,10/AN Terminal,456
,,,,,,12/AS Terminal,370
,,,,,,20/B Terminal,273
,,,,,,21/B-Employee,104
,,,,,,31/CS Terminal,516
,,,,,,40/D Terminal,287
,,,,,,71/FIS Checkpoint,385
,,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,Wichita Main,241
,,IDA,Idaho Falls Regional,Idaho Falls,ID,IDA-Ckpt,167
,,ILM,Wilmington International,Wilmington,NC,Terminal,14
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,582
,,,,,,Checkpoint B,391
,,IRK,Kirksville Regional,Kirksville,MO,Kirksville,14
,,ISP,Long Island Mac Arthur,Ronkonkoma,NY,ISP East,181
,,ITO,Hilo International,Hilo,HI,ITO01,155
,,IWA,Phoenix-Mesa Gateway,Mesa,AZ,IWA01,114
,,IWD,Gogebic/Iron County,Ironwood,MI,Gate,17
,,JAC,Jackson Hole,Jackson,WY,JAC 01,105
,,JAN,Jackson-Medgar Wiley Evers International,Jackson,MS,JAN-East,94
,,,,,,JAN-West,87
,,JAX,Jacksonville International,Jacksonville,FL,Main Checkpoint,639
,,JFK,John F Kennedy International,Jamaica,NY,Terminal 1,662
,,,,,,Terminal 4 FIS CP,320
,,,,,,Terminal 4 Main,907
,,,,,,Terminal 5,"1,059"
,,,,,,Terminal 7,379
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/27/2023,11:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 8,606
,,JNU,Juneau International,Juneau,AK,JNU-01,10
,,JQF,Concord-Padgett Regional,Concord,NC,Checkpoint 1,1
,,KOA,Ellison Onizuka Kona International at Keahole,Kailua-Kona,HI,KOA03,792
,,KTN,Ketchikan International,Ketchikan,AK,KTN-01,24
,,LAN,Capital Region International,Lansing,MI,Gate,55
,,LAS,Harry Reid International,Las Vegas,NV,Term 1 - AB,"1,059"
,,,,,,Term 1 - C,272
,,,,,,Term 1 - CX,"1,403"
,,,,,,Term 1 - D,"1,476"
,,,,,,Terminal 3 - E Lower (1),219
,,,,,,Terminal 3 - E Upper,"1,316"
,,LAX,Los Angeles International,Los Angeles,CA,Suites,4
,,,,,,TBIT Main Checkpoint,"1,705"
,,,,,,TBIT MSC - Passenger,163
,,,,,,Terminal 1 - Passenger,541
,,,,,,Terminal 1.5 – Passenger,308
,,,,,,Terminal 3 - Delta One,27
,,,,,,Terminal 3 - Passenger,"1,182"
,,,,,,Terminal 4 - Passenger,667
,,,,,,Terminal 5 - Passenger,498
,,,,,,Terminal 5A - Passenger,291
,,,,,,Terminal 6 - Passenger,500
,,,,,,Terminal 7 - Passenger,920
,,LBB,Lubbock Preston Smith International,Lubbock,TX,LBBA,212
,,LBE,Arnold Palmer Regional,Latrobe,PA,Main Terminal,31
,,LBL,Liberal Mid-America Regional,Liberal,KS,LBL-1,35
,,LCH,Lake Charles Regional,Lake Charles,LA,LCH01,83
,,LEX,Blue Grass,Lexington,KY,LEX-A,58
,,LFT,Lafayette Regional/Paul Fournet Field,Lafayette,LA,LFT01,25
,,LGA,LaGuardia,Flushing,NY,TA CHK,104
,,LGB,Long Beach (Daugherty Field),Long Beach,CA,Checkpoint,395
,,LIH,Lihue,Lihue,HI,LIH01,377
,,,,,,LIH02 South,138
,,LIT,Bill and Hillary Clinton National/Adams Field,Little Rock,AR,LITA,441
,,LNK,Lincoln,Lincoln,NE,North Hold,1
,,LNS,Lancaster,Lititz,PA,Cape Air Hold Area,2
,,LWB,Greenbrier Valley,Lewisburg,WV,Main Terminal,9
,,LWS,Lewiston/Nez Perce County,Lewiston,ID,LWS-Ckpt,21
,,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,LYH - Checkpoint,55
,,MAF,Midland International Air And Space Port,Midland,TX,MAFA,43
,,MBS,MBS International,Freeland,MI,Passenger Terminal,16
,,MCI,Kansas City International,Kansas City,MO,Passenger Screening Checkpoint,"1,081"
,,MCO,Orlando International,Orlando,FL,EAST Checkpoint,"2,203"
,,,,,,EAST FIS,4
,,,,,,SOUTH Checkpoint,440
,,,,,,WEST Checkpoint,"1,994"
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,363
,,MDW,Chicago Midway International,Chicago,IL,Main Checkpoint,"1,019"
,,MEI,Key Field,Meridian,MS,MEI-A,11
,,MEM,Memphis International,Memphis,TN,MEM-B,676
,,MFE,Mc Allen Miller International,McAllen,TX,MFE01,24
,,MFR,Rogue Valley International - Medford,Medford,OR,MFRZ,154
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/27/2023,11:00,MGM,Montgomery Regional (Dannelly Field),Montgomery,AL,MGM-A,70
,,MHK,Manhattan Regional,Manhattan,KS,Main,55
,,MHT,Manchester Boston Regional,Manchester,NH,Checkpoint,178
,,MIA,Miami International,Miami,FL,Central-E,196
,,,,,,Central-FA-Upper,61
,,,,,,Central-G,603
,,,,,,North 1,294
,,,,,,North 2,343
,,,,,,North 3,661
,,,,,,North 4,181
,,,,,,North FIS,500
,,,,,,South-H,475
,,,,,,South-J1,205
,,,,,,South-J2,282
,,MKE,General Mitchell International,Milwaukee,WI,CONC C,370
,,,,,,CONC D,414
,,MKG,Muskegon County,Muskegon,MI,Main Checkpoint,2
,,MLB,Melbourne Orlando International,Melbourne,FL,MLB A,48
,,MLI,Quad Cities International,Moline,IL,Checkpoint A,12
,,MOB,Mobile Regional,Mobile,AL,MOB-A,108
,,MOT,Minot International,Minot,ND,Gate,133
,,MRY,Monterey Regional,Monterey,CA,MRY02,75
,,MSN,Dane County Regional/Truax Field,Madison,WI,Checkpoint Alpha,148
,,,,,,Checkpoint Bravo,98
,,MSO,Missoula Montana,Missoula,MT,Main Security Screen,103
,,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,North CP,774
,,,,,,South CP,"1,191"
,,,,,,T2 CP1,194
,,MSS,Massena International-Richards Field,Massena,NY,Gate Area #1,8
,,MSY,Louis Armstrong New Orleans International,Kenner,LA,MSY01,"2,164"
,,MTJ,Montrose Regional,Montrose,CO,MTJZ,102
,,MYR,Myrtle Beach International,Myrtle Beach,SC,Terminal,164
,,OAJ,Albert J Ellis,Richlands,NC,Terminal,10
,,OAK,Metropolitan Oakland International,Oakland,CA,TERM1,238
,,,,,,TERM2,390
,,OGG,Kahului,"Kahului, Maui",HI,OGG01,568
,,,,,,OGG02,415
,,OKC,Will Rogers World,Oklahoma City,OK,Main Checkpoint,422
,,OLF,L M Clayton,Wolf Point,MT,Checkpoint 1,6
,,OMA,Eppley Airfield,Omaha,NE,Terminal A,258
,,,,,,Terminal B,379
,,ONT,Ontario International,Ontario,CA,T2,261
,,,,,,T4,427
,,ORD,Chicago O'Hare International,Chicago,IL,1,690
,,,,,,10,"1,220"
,,,,,,10A,14
,,,,,,2,856
,,,,,,3A,240
,,,,,,4B,65
,,,,,,5,363
,,,,,,6,163
,,,,,,6A,98
,,,,,,7,558
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/27/2023,11:00,ORD,Chicago O'Hare International,Chicago,IL,7A,433
,,,,,,8,171
,,,,,,9,84
,,ORF,Norfolk International,Norfolk,VA,Conc. A Checkpoint,142
,,,,,,Conc. B Checkpoint,276
,,ORH,Worcester Regional,Worcester,MA,Checkpoint 1,35
,,OTZ,Ralph Wien Memorial,Kotzebue,AK,OTZ-01,27
,,PAE,Snohomish County (Paine Field),Snohomish County,WA,PAE Main,32
,,PBG,Plattsburgh International,Plattsburgh,NY,Checkpoint 1,13
,,PBI,Palm Beach International,West Palm Beach,FL,PBI A/B,451
,,,,,,PBI C,439
,,PDX,Portland International,Portland,OR,PDX A/B/C,780
,,,,,,PDX D/E,952
,,,,,,PDXFIS,14
,,PGD,Punta Gorda,Punta Gorda,FL,Checkpoint 1,209
,,PHF,Newport News/Williamsburg International,Newport News,VA,PHF Checkpoint,6
,,PHL,Philadelphia International,Philadelphia,PA,A East,284
,,,,,,A West Sec 7,53
,,,,,,Checkpoint B,269
,,,,,,Checkpoint C,285
,,,,,,Checkpoint D\E,610
,,,,,,Checkpoint F,159
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,"1,003"
,,,,,,T-4 A,830
,,,,,,T-4 B,396
,,,,,,T-4 C,552
,,,,,,T-4 D,885
,,PIA,General Downing - Peoria International,Peoria,IL,Checkpoint A,0
,,PIB,Hattiesburg/Laurel Regional,Moselle,MS,Terminal,36
,,PIE,St Pete-Clearwater International,Clearwater,FL,PIE A,179
,,,,,,PIE B,276
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,524
,,PLN,Pellston Regional/Emmet County,Pellston,MI,PLN1,57
,,PNS,Pensacola International,Pensacola,FL,PNS-A,289
,,PSC,Tri-Cities,Pasco,WA,PSC Main,108
,,PSP,Palm Springs International,Palm Springs,CA,PSP01,600
,,PVD,Rhode Island TF Green International,Warwick,RI,Checkpoint A,508
,,PVU,Provo Municipal,Utah County,UT,Checkpoint 1,96
,,PWM,Portland International Jetport,Portland,ME,Terminal 2,207
,,RAP,Rapid City Regional,Rapid City,SD,1,82
,,RDM,Roberts Field,Redmond,OR,RDMZ,151
,,RDU,Raleigh-Durham International,RDU Airport,NC,Terminal 1 Checkpoint,302
,,,,,,Terminal 2 Checkpoint,"1,102"
,,RFD,Chicago/Rockford International,Rockford,IL,Checkpoint A,123
,,RIC,Richmond International,Richmond,VA,RIC Concourse A,18
,,,,,,RIC Concourse B,325
,,RKD,Knox County Regional,Rockland,ME,Gate 1,6
,,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,473
,,ROA,Roanoke/Blacksburg Regional (Woodrum Field),Roanoke,VA,ROA01,17
,,ROC,Frederick Douglass/Greater Rochester International,Rochester,NY,Checkpoint,359
,,RST,Rochester International,Rochester,MN,Main Checkpoint,42
,,RSW,Southwest Florida International,Fort Myers,FL,Checkpoint B Lower,319
,,,,,,Checkpoint B Upper,270
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/27/2023,11:00,RSW,Southwest Florida International,Fort Myers,FL,Checkpoint C Lower,312
,,,,,,Checkpoint C Upper,199
,,,,,,Checkpoint D Lower,368
,,RUT,Rutland - Southern Vermont Regional,North Clarendon,VT,SFB-A,5
,,SAF,Santa Fe Municipal,Santa Fe,NM,Checkpoint 1,79
,,SAN,San Diego International,San Diego,CA,CKPT-2,538
,,,,,,CKPT-3,721
,,,,,,CKPT-5,622
,,,,,,CKPT-6,"1,045"
,,SAT,San Antonio International,San Antonio,TX,SAT01,800
,,,,,,SAT02,525
,,SAV,Savannah/Hilton Head International,Savannah,GA,SAV-A,351
,,SBA,Santa Barbara Municipal,Santa Barbara,CA,SBA01,179
,,SBN,South Bend International,South Bend,IN,A CONC,114
,,SBP,San Luis County Regional,San Luis Obispo,CA,SBP01,174
,,SBY,Salisbury-Ocean City Wicomico Regional,Salisbury,MD,SBY01,46
,,SCK,Stockton Metropolitan,Stockton,CA,SCK Main Checkpoint,40
,,SDF,Louisville Muhammad Ali International,Louisville,KY,SDF-A,619
,,SDY,Sidney-Richland Regional,Sidney,MT,Checkpoint 1,7
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP  IAF,92
,,,,,,SCP 1,313
,,,,,,SCP 2,651
,,,,,,SCP 3,621
,,,,,,SCP 4,834
,,,,,,SCP 5,631
,,SFB,Orlando Sanford International,Sanford,FL,SFB-02,245
,,SFO,San Francisco International,San Francisco,CA,Employee Security Checkpoint D,54
,,,,,,Employee Security Checkpoint F,45
,,,,,,Security Checkpoint A,941
,,,,,,Security Checkpoint B,877
,,,,,,Security Checkpoint D,"1,000"
,,,,,,Security Checkpoint F-1,"1,283"
,,,,,,Security Checkpoint G,710
,,SGF,Springfield-Branson National,Springfield,MO,Main Checkpoint,198
,,SGU,St George Regional,St. George,UT,SGUZ,61
,,SHR,Sheridan County,Sheridan,WY,SHR 01,1
,,SHV,Shreveport Regional,Shreveport,LA,Checkpoint SHV01,104
,,SIT,Sitka Rocky Gutierrez,Sitka,AK,SIT-01,26
,,SJC,Norman Y Mineta San Jose International,San Jose,CA,Terminal A,521
,,,,,,Terminal B North,548
,,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint 5,347
,,,,,,Checkpoint BC,"1,081"
,,SLC,Salt Lake City International,Salt Lake City,UT,International,89
,,,,,,Main,"1,168"
,,SMF,Sacramento International,Sacramento,CA,Central B,878
,,,,,,Terminal A,400
,,SNA,John Wayne/Orange County,Santa Ana,CA,CKPT A,507
,,,,,,CKPT B,366
,,,,,,CKPT C,482
,,SRQ,Sarasota/Bradenton International,Sarasota,FL,SRQ B,518
,,STL,St Louis Lambert International,St Louis,MO,T1-A,397
,,,,,,T1-C,248
,,,,,,T2-E,434
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/27/2023,11:00,STL,St Louis Lambert International,St Louis,MO,T2-F,206
,,STS,Charles M Schulz - Sonoma County,Santa Rosa,CA,STS01,228
,,STT,Cyril E King,St Thomas,VI,STT B,201
,,STX,Henry E Rohlsen,Christiansted,VI,STX-B,25
,,SUN,Friedman Memorial,Hailey,ID,SUN-Ckpt,10
,,SUX,Sioux Gateway/Brig General Bud Day Field,Sioux City,IA,SUX Passenger,28
,,SWF,New York Stewart International,New  Windor,NY,Main Checkpoint,1
,,SYR,Syracuse Hancock International,North Syracuse,NY,Central,265
,,TBN,Waynesville-St Robert Regional Forney Field,Ft. Leonard Wood,MO,Gate 1 Hold Area,42
,,TLH,Tallahassee International,Tallahassee,FL,TLH A,5
,,TPA,Tampa International,Tampa,FL,TPA A,758
,,,,,,TPA C,603
,,,,,,TPA E,501
,,,,,,TPA F,370
,,TRI,Tri-Cities,Blountville,TN,TRI-A,5
,,TUL,Tulsa International,Tulsa,OK,Central Checkpoint,325
,,TUS,Tucson International,Tucson,AZ,ACP,144
,,,,,,BCP,553
,,TVC,Cherry Capital,Traverse City,MI,TVC1,59
,,TVF,Thief River Falls Regional,Thief River Falls,MN,Checkpoint,15
,,TWF,Joslin Field/Magic Valley Regional,Twin Falls,ID,TWF-Ckpt,16
,,TYS,Mc Ghee Tyson,Alcoa,TN,Checkpoint 1,219
,,UNV,University Park,University Park,PA,Main Terminal,95
,,VPS,Eglin AFB/Destin-Ft Walton Beach,Eglin Air Force Base,FL,VPS-A,160
,,,,,,VPS-C,79
,,WRG,Wrangell,Wrangell,AK,WRG-01,8
,,XNA,Northwest Arkansas National,Bentonville,AR,Checkpoint 2,136
,,XWA,Williston Basin International,Williston,ND,Main Checkpoint,42
,,YAK,Yakutat,Yakutat,AK,YAK-01,10
,12:00,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,54
,,ABI,Abilene Regional,Abilene,TX,ABIA,0
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,661
,,ACV,California Redwood Coast-Humboldt County,McKinleyville,CA,ACV01,11
,,ACY,Atlantic City International,Pleasantville,NJ,Overflow Checkpoint,138
,,AGS,Augusta Regional at Bush Field,Augusta,GA,AGS-1,48
,,AIA,Alliance Municipal,Alliance,NE,Alliance,6
,,ALB,Albany International,Albany,NY,Main Checkpoint,166
,,ALW,Walla Walla Regional,Walla Walla,WA,ALW Main,58
,,AMA,Rick Husband Amarillo International,Amarillo,TX,AMA30,48
,,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,276
,,ASE,Aspen-Pitkin County/Sardy Field,Aspen,CO,Checkpoint 1,34
,,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,F Arrival Checkpoint,304
,,,,,,F Departure Checkpoint,588
,,,,,,Lower North Checkpoint,319
,,,,,,Main Checkpoint,"1,437"
,,,,,,New T North Checkpoint,813
,,,,,,T South Checkpoint,"1,185"
,,ATW,Appleton International,Appleton,WI,Checkpoint,153
,,AUS,Austin-Bergstrom International,Austin,TX,AUS01,"1,352"
,,,,,,AUS02E,205
,,,,,,AUS02W,591
,,,,,,AUS03,197
,,,,,,AUSST,7
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/27/2023,12:00,AVL,Asheville Regional,Fletcher,NC,AVL-A,365
,,AVP,Wilkes-Barre/Scranton International,Avoca,PA,Checkpoint,51
,,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,Main,0
,,BDL,Bradley International,Windsor Locks,CT,A1,383
,,BFL,Meadows Field,Bakersfield,CA,BFL01,86
,,BGM,Greater Binghamton/Edwin A Link Field,Johnson City,NY,0210,7
,,BGR,Bangor International,Bangor,ME,Checkpoint 2,117
,,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,Central,313
,,BIL,Billings Logan International,Billings,MT,BILM,153
,,BIS,Bismarck Municipal,Bismarck,ND,Checkpoint A,79
,,BLI,Bellingham International,Bellingham,WA,BLIZ,278
,,BMI,Central Illinois Regional/Bloomington-Normal,Bloomington,IL,Checkpoint A,12
,,BNA,Nashville International,Nashville,TN,BNA Central,"2,225"
,,BOI,Boise Air Terminal/Gowen Field,Boise,ID,BOI-Ckpt,682
,,BOS,General Edward Lawrence Logan International,East Boston,MA,A1,901
,,,,,,B1,588
,,,,,,B5,892
,,,,,,C2,823
,,,,,,E2,233
,,BQK,Brunswick Golden Isles,Brunswick,GA,Gate,75
,,BQN,Rafael Hernandez,Aguadilla,PR,Rafael Hernandez Air,91
,,BTR,"Baton Rouge Metropolitan, Ryan Field",Baton Rouge,LA,BTR01,75
,,BTV,Burlington International,South Burlington,VT,Main Checkpoint,84
,,BUF,Buffalo Niagara International,Cheektowaga,NY,Main Checkpoint,448
,,BUR,Bob Hope,Burbank,CA,BUR01,479
,,,,,,BUR02,108
,,BWI,Baltimore/Washington International Thurgood Marshall,BWI Airport,MD,A Checkpoint,243
,,,,,,B Checkpoint,675
,,,,,,C Checkpoint,293
,,,,,,D/E Checkpoint,483
,,BZN,Bozeman Yellowstone International,Belgrade,MT,BZNZ,314
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,89
,,CAK,Akron-Canton Regional,North Canton,OH,Main,140
,,CDV,Merle K (Mudhole) Smith,Cordova,AK,Checkpoint CDV-01,27
,,CEZ,Cortez Municipal,Cortez,CO,Cotez-Mun. Cty Arpt,5
,,CGI,Cape Girardeau Regional,Cape Girardeau,MO,cape girardeau,10
,,CHA,Lovell Field,Chattanooga,TN,CHA-A,157
,,CHO,Charlottesville-Albemarle,Charlottesville,VA,CHO - Checkpoint,100
,,CHS,Charleston AFB/International,Charleston,SC,Checkpoint,589
,,CID,The Eastern Iowa,Cedar Rapids,IA,CID Passenger,283
,,CKB,North Central West Virginia,Bridgeport,WV,CKB01,24
,,CLE,Cleveland-Hopkins International,Cleveland,OH,Central,333
,,,,,,North,140
,,,,,,South,320
,,CLT,Charlotte/Douglas International,Charlotte,NC,A Checkpoint,397
,,,,,,C Checkpoint,715
,,,,,,D Checkpoint,219
,,,,,,E Checkpoint,617
,,CMH,John Glenn Columbus International,Columbus,OH,A,259
,,,,,,B,425
,,,,,,C,279
,,CNY,Canyonlands Regional,Moab,UT,CNYZ,18
,,COS,City Of Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,505
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/27/2023,12:00,COU,Columbia Regional,Columbia,MO,Gate 1 Hold Area,0
,,CPR,Casper/Natrona County International,Casper,WY,CPR 01,19
,,CRP,Corpus Christi International,Corpus Christi,TX,CRP01,87
,,CRW,West Virginia International Yeager,Charleston,WV,CRW01,25
,,CVG,Cincinnati/Northern Kentucky International,Hebron,KY,T3-MCP,710
